Area_Mean,BoundingBoxArea_Mean,Compactness_Mean,ConvexArea_Mean,Eccentricity_Mean,EquivalentDiameter_Mean,Extent_Mean,FormFactor_Mean,MajorAxisLength_Mean,MaxFeretDiameter_Mean,MaximumRadius_Mean,MeanRadius_Mean,MedianRadius_Mean,MinFeretDiameter_Mean,MinorAxisLength_Mean,Perimeter_Mean,Solidity_Mean,Area_Std,BoundingBoxArea_Std,Compactness_Std,ConvexArea_Std,Eccentricity_Std,EquivalentDiameter_Std,Extent_Std,FormFactor_Std,MajorAxisLength_Std,MaxFeretDiameter_Std,MaximumRadius_Std,MeanRadius_Std,MedianRadius_Std,MinFeretDiameter_Std,MinorAxisLength_Std,Perimeter_Std,Solidity_Std,DistanceTraveled_Max,DistanceTraveled_Mean,DistanceTraveled_Std,Speed_Max,Speed_Mean,Speed_Std,Linearity_Mean,Linearity_Std,Displacement,IntegratedDistance
-0.6789127558127467,-0.628349551334925,-0.6345364525172469,-0.692312490938187,0.4939173520049014,-0.698998493950082,0.180640597503653,0.6305837783019559,-0.6019572884126037,-0.6226260496482892,-0.6990760808735397,-0.6464289512599644,-0.7774449681511698,-0.7531203294524721,-0.7858081851311584,-0.7061708903543171,0.9110927996746045,-0.48508140837348246,-0.46894668970471104,-0.4275756986727093,-0.5605184876364419,-0.30671155002061834,-0.21995921715386493,0.2618312168565982,0.022795406321228295,-0.325459084425694,-0.29399596766407893,-0.045070645735067555,-0.11900254526689338,0.5570642667712487,-0.34235403128115705,-0.28462692234023956,-0.47242385449050806,-0.7484124982960881,-0.39251376498125623,0.058803579539568496,-0.48782651003096617,-0.39499336149969316,0.05622209476853248,-0.48990735609139907,1.2275114861222935,-0.722090978341785,0.019151455328146532,-0.5389049095498455
-0.9264554591101638,-0.8309373885108299,-0.9311539920861912,-0.891745648819888,0.20107947596173736,-1.0875526747574862,0.34821122246239694,1.1254978155330257,-0.953901200098448,-0.9770994820663841,-1.0673357596902822,-1.0770878020865462,-1.0559625351696664,-1.0323391377079065,-1.0671396176200731,-1.0365161840415928,0.12661621510013396,-1.0484939066085373,-0.6976947982363702,-0.6616530089382331,-0.930920843337495,0.07476738248692114,-1.0685135253760563,0.4783882318088355,-0.2536052934057554,-0.548744183871469,-0.6206633338407481,-0.7927735320023365,-0.810948026356702,-1.2156032547242264,-0.8988547904819711,-0.8438273343716284,-1.0029625799723496,0.6287371998729318,-0.4814136254096743,-0.44758792218779425,-0.32796983529788043,-0.48378801202194605,-0.4499364499855617,-0.3301634669532462,-0.2946042390246072,0.5148587667008763,-0.729425989541889,-0.7949855785680873
0.18443284073833233,0.2656433254658811,0.5571445531806442,0.1533572849601822,0.8596945136125111,0.3553463796152277,-0.8575990603856524,-0.7017019372717604,0.574067845686306,0.5834009094267248,0.1254903464132499,0.20403980652341377,0.11062550898921543,0.08554842581472555,0.006747117627083425,0.3753740172963901,-0.04534456327908238,-0.5431090404453518,0.49581275969039224,1.3148221359357146,-0.21827369439296887,-0.306133175567628,-0.7388364965381571,1.2462427298010954,0.8577442447307498,1.0579197883068512,1.075134397719843,0.5229811359349473,0.4968081058134824,-0.5286138049868121,0.16154673701393873,0.3746792933759546,0.4134963806274012,0.21770014953251707,-0.07946282637407397,-0.4735956041401021,-0.21947860134307015,-0.08231290783722345,-0.47593216753710704,-0.22174877811853805,-0.9045167364528779,-0.35031508743934753,-0.07991798258820625,0.04854155145220376
-0.8244204406247263,-0.6390120690810253,-0.013653150316105075,-0.7609248158974878,0.5900851064998066,-0.9289128817814796,-1.207221522650296,-0.1862900944290879,-0.6312607053234204,-0.6964591137848132,-1.2013353469435901,-1.1353045260575976,-1.0559625351696664,-0.8680904116135091,-1.0105249609990212,-0.7417375515257083,-0.779456084614666,-0.28746451645497917,-0.1804407597971375,0.34231901865124076,-0.11174260553217934,1.4220015514939555,0.20794739703044904,-0.02320804230312575,0.20276141270686238,0.05057979496256084,0.024206916236560926,-1.4805874387973659,-0.7721819947155886,-1.2156032547242264,0.41816119544805563,-0.03735916827050099,0.2075037552523744,0.957970694767867,0.31418611813923475,0.7125233756827262,0.4767490857662406,0.31087016678253687,0.7096411580112448,0.47398769112933276,0.5073806176377399,0.3004758565334439,0.5681002373737286,-0.15255190183987685
-0.39242429193849343,-0.39495888511473054,-0.3816203307581746,-0.41017861070554196,-0.10146309839669414,-0.30987894294181006,0.13341337028578465,0.28720698120661686,-0.389024708432563,-0.35722268796201845,-0.2465022051573457,-0.21152951659650626,0.002404219500620829,-0.22941836459167253,-0.23398812583846226,-0.369057878273814,0.41279201154512746,-0.22201228283701646,-0.2114558956657525,0.009157107649907419,-0.2490487531998361,0.4898205857549774,-0.05779331412252528,0.15473030462148,0.25541553924568394,-0.027053641586105997,0.09755855781919469,-0.09475388717065629,0.10006700624987772,-0.6313736427251998,0.09565012825696019,0.1925094824185114,-0.10054886024719954,-0.23220326875021824,-0.4494386784715479,-0.4720346741255637,-0.4747786354244875,-0.4518509063262106,-0.47437195560241485,-0.4768686873082153,-0.8808738397378476,-0.5958216538370531,-0.15285118693445335,0.05236342268281158
-0.4010469695569812,-0.41770558963974436,-0.1513382729876915,-0.3999325035116197,0.6040229281796275,-0.3178449985874055,0.33279361615777925,-0.005406044802584382,-0.2031191229700843,-0.22820024782513862,-0.3377502954254741,-0.3313374546308399,-0.23897767191540958,-0.47022759838826494,-0.4615052474092444,-0.3184509160578194,0.054444589906730734,-0.41885922477950654,-0.1871696559739645,0.20557075569723723,-0.34131446439487395,-0.2612431404848752,-0.36557710981745795,0.0387732531986937,0.41632745076931904,0.12074800383504834,0.10206294167484196,-1.1738253806560857,-0.5063395450720949,0.27035531072648594,-0.14820669087385305,-0.11233793096174147,-0.09267635146630995,-0.13718154466074461,3.314046835615025,0.16326111578894006,1.6296516089699757,3.3071806529860486,0.16063157706874265,1.6260767932031952,-0.6447503060779665,-0.07087679660074389,1.9655888904931815,1.6078583390378904
-0.26998226975596856,-0.34520046896626255,-0.572895645366982,-0.3194273755593734,-0.33627955271467364,-0.16550264286528887,0.5672758197702571,0.5344404199288375,-0.3498181950105258,-0.34596584514182216,-0.02508998313676911,0.05540404149526324,0.039539895103086906,-0.10632751584612515,-0.052766601539493446,-0.30995617115144897,0.8346521726082479,0.29901525801732076,-0.0705138284080037,-0.446488667919942,0.12454022400770395,0.8087622492067597,0.5708313523137539,-0.389774489176012,-0.07830432393677852,0.08892752208033888,0.14351597717395775,-0.1760348294765751,-0.11705158406685892,-0.8660285051883371,-0.20505289979611008,-0.329692730388055,0.16341202960247836,-0.5038382202878705,-0.15451262835042653,-0.2837958006055012,-0.10110224224938857,-0.15727389097195357,-0.2862196782398256,-0.10345593851572944,1.0194085446591823,-1.0318171273084304,1.6515977841056515,0.5132583561440719
-0.11391180486134139,-0.3006548392714438,-0.7851783886342976,-0.19354663003404277,-2.8420200019693693,0.03344605924611547,1.1890083297669338,0.8407833815223809,-0.5260240146595963,-0.4489108160292446,0.6889319192381856,0.5472382509831847,0.16314328507411122,0.3838358622997345,0.5935635265420737,-0.2371591121267165,1.0169762742192199,-1.0832061015810197,-0.6076832261664022,-0.9682075144006953,-0.8629360851027367,0.3971620599240506,-1.3283131639397578,-0.3510440938662751,-1.0160464409471792,-1.058154006000521,-1.121718760412851,-1.1819933737695292,-1.4203053884156003,-0.0399534445562765,-1.3800133130721912,-1.3648125723201119,-1.1231163397537831,-0.495061767457576,-0.8918334231012605,-0.8055191092898011,-0.7472487957241282,-0.8937220920960313,-0.8077029768085131,-0.7491466084712536,-1.0373879731589262,-0.5162620952538629,-0.606788689895806,-0.764159135496467
-0.5334050710007671,-0.475520130307488,0.2587763355914979,-0.47275305106842436,0.8292600208863828,-0.5402128979738828,-0.3302683248944022,-0.2728099741548771,-0.22169253458365562,-0.34676439148716276,-0.9538487467112559,-0.7997841599664279,-0.7774449681511698,-0.6365502206778744,-0.7212461947726821,-0.3615817431256673,-0.5847257229831656,1.5212297967756108,0.3829040439895158,1.8960231373933998,1.388791697580785,-0.4228028018359412,2.712755660952914,-0.8822881669393543,2.8901371605256743,1.9505802118546063,1.9723962215429456,-0.2756670674196799,-0.15629597444803534,0.6990965038260262,0.971743706971308,0.5226398606129938,2.4976977401912808,1.2459935186511675,0.39509918688290924,1.3939244385919562,-0.06201884961793823,0.39168747771141793,1.390728753714458,-0.06440012085853206,1.7670975935421893,-1.7948691200522047,0.46837700329755927,-0.5445526322907597
-0.94082658847431,-0.8830652530473201,-0.7591451947766773,-0.9356575367938406,1.0422704617987866,-1.1120862901779827,1.1577419461666558,0.7884165313661583,-0.8271811978973389,-0.8498377258922273,-1.3556566929081855,-1.119754310992707,-1.0559625351696664,-1.3760036559191713,-1.3254659800201072,-1.0193527181164515,1.3279418033874053,-1.0831517492777103,-0.7962454494328127,-1.109094541635821,-1.045341937814372,-1.7129327136394286,-1.1368065912740208,-2.326772214456022,-1.349219499241702,-0.8869718563919757,-0.813392393096075,-2.326627319886959,-1.474905344455921,-1.2156032547242264,-1.7454413229589771,-1.5796768680393916,-1.0811027495541663,-0.8242115741609716,-0.7101783627943297,-0.26411560929473976,-0.7895586437643001,-0.7122820142621574,-0.26654854047318083,-0.7914266051374326,1.8063740671421744,-1.8689280927262653,-0.5927397348737511,-1.023206267385638
