ImageNumber,Drug,Time,ID,Pathology,ScanFreq,Run,Label,Stain,Center_X,Center_Y,Lifetime
7,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1190476190476,242.3809523809524,7
8,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1,242.5,8
9,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1,242.5,9
10,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.275,242.575,10
11,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.275,242.575,11
12,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.275,242.575,12
13,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1707317073171,242.5609756097561,13
14,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.3,242.675,14
15,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1463414634146,242.6829268292683,15
16,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.2368421052632,242.57894736842104,16
17,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.2631578947368,242.68421052631578,17
18,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1794871794872,242.74358974358972,18
19,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1666666666667,242.90476190476193,19
20,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.975,242.925,20
21,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.9756097560976,243,21
22,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.86842105263156,242.78947368421052,22
23,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.84615384615387,242.71794871794873,23
24,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.8780487804878,242.8780487804878,24
25,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.975,242.85000000000002,25
26,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.94736842105266,242.68421052631578,26
27,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1388888888889,242.6111111111111,27
28,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.8095238095238,242.83333333333331,28
29,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.975,242.85000000000002,29
30,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.1578947368421,242.78947368421052,30
1,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,23.83132530120482,239.09638554216866,1
2,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,23.01388888888889,239.6111111111111,2
3,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,22.545454545454547,239.94805194805195,3
4,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,22.2972972972973,240.44594594594594,4
5,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,21.7875,242.3,5
6,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,21.373333333333335,242.7866666666667,6
7,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,20.776470588235295,241.97647058823532,7
8,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,20.45205479452055,242.13698630136986,8
9,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.94029850746269,243.07462686567163,9
10,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.685714285714287,243.10000000000002,10
11,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.66216216216216,243.13513513513516,11
12,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.140845070422536,243.64788732394368,12
13,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.318840579710145,243.81159420289856,13
14,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.53846153846154,243.43076923076922,14
15,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.67142857142857,242.65714285714284,15
16,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,19.542857142857144,241.82857142857142,16
17,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,18.61111111111111,242.08333333333331,17
18,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,18,242.65671641791045,18
19,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,17.608695652173914,243.15942028985506,19
20,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,16.892307692307693,243.10769230769233,20
21,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,16.516666666666666,243.41666666666669,21
22,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,15.7,243.3,22
23,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,15.46808510638298,243.72340425531917,23
24,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,14.717391304347826,243.7173913043478,24
25,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,13.911111111111111,243.44444444444446,25
26,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,12.790697674418604,243.3488372093023,26
27,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,11.976744186046512,242.32558139534882,27
28,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,11.80952380952381,241.76190476190476,28
29,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,10.542857142857144,241.6857142857143,29
30,ATG,24hr,3241,Thrombosis,10.26,1,48,mLy6G,9.4,239.94285714285712,30
1,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,141.5222222222222,132.26666666666665,1
2,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,141.1888888888889,131.86666666666667,2
3,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,140.4712643678161,131.67816091954023,3
4,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,139.51190476190476,132.3095238095238,4
5,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,138.86363636363637,132.65909090909093,5
6,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,138.8641975308642,133.20987654320987,6
7,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,138.60493827160494,133.33333333333331,7
8,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,137.5774647887324,133.4788732394366,8
9,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,136.85294117647058,134.0735294117647,9
10,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,136.85294117647058,134.5441176470589,10
11,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,136.7910447761194,135.0149253731343,11
12,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.82089552238807,135.8059701492537,12
13,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.57142857142858,136.125,13
14,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.31914893617022,136.3404255319149,14
15,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.14583333333334,136.9375,15
16,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.3684210526316,136.28947368421052,16
17,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.7941176470588,136.8235294117647,17
18,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.6829268292683,137.4390243902439,18
19,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.7906976744186,137.95348837209303,19
20,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.0909090909091,138.86363636363637,20
21,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.20454545454547,138.8181818181818,21
22,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.25925925925927,139.0925925925926,22
23,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.47272727272727,139.39999999999998,23
24,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,136,138,24
25,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.80645161290323,138.22580645161293,25
26,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,136.25,138.91666666666669,26
27,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.66666666666666,141,27
28,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,134.89285714285714,143.10714285714278,28
29,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.375,143.5,29
30,ATG,24hr,3241,Thrombosis,10.26,1,57,mLy6G,135.54545454545453,142.1818181818182,30
1,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,425.09859154929575,127.47887323943661,1
2,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.39473684210526,128.64473684210526,2
3,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,427.45,129.1125,3
4,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,426.46153846153845,127.5769230769231,4
5,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.69767441860466,127.89534883720933,5
6,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.7402597402597,128.31168831168833,6
7,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,426.2142857142857,127.57142857142856,7
8,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,426.3815789473685,127.5,8
9,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.6184210526315,127.7236842105263,9
10,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.12857142857143,126.08571428571429,10
11,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,422.94736842105266,126.01315789473682,11
12,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.0123456790123,126.58024691358025,12
13,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.3333333333333,126.08333333333331,13
14,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.0307692307693,125.46153846153845,14
15,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.81666666666666,124.96666666666664,15
16,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.3174603174603,125.3174603174603,16
17,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.7619047619048,125.82539682539681,17
18,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,422.8,125.5,18
19,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,422.1320754716981,124.7358490566038,19
20,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,421.95384615384614,125.32307692307694,20
21,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.55555555555554,125.57407407407408,21
22,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,425.03125,126.125,22
23,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,425.75757575757575,126.62121212121212,23
24,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,427.6727272727273,126.7636363636363,24
25,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,427.6530612244898,127.34693877551018,25
26,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,426.8333333333333,125.71428571428572,26
27,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,426.5,124.71428571428572,27
28,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,425.34090909090907,123.93181818181819,28
29,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,423.74285714285713,122.68571428571431,29
30,ATG,24hr,3241,Thrombosis,10.26,1,58,mLy6G,424.7352941176471,122.91176470588238,30
1,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,453.0913043478261,99.04347826086962,1
2,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,449.6,97.61111111111109,2
3,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.1489361702128,99.68085106382978,3
4,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,451.44329896907215,100.04123711340208,4
5,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.93617021276594,99.3617021276595,5
6,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,451.43956043956047,98.25274725274727,6
7,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.97872340425533,97.04255319148939,7
8,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.56,96.02999999999997,8
9,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,451.05434782608694,96.32608695652175,9
10,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.2368421052632,96.0701754385965,10
11,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.6504854368932,95.13592233009706,11
12,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,451.8732394366197,92.16197183098592,12
13,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.84705882352944,94.25882352941176,13
14,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,451.4387755102041,93.92857142857144,14
15,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.8,93.7052631578947,15
16,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,449.7865168539326,92.50561797752812,16
17,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,448.0144927536232,93.17391304347825,17
18,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,447.6233766233766,92,18
19,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,447.83529411764704,89.54117647058825,19
20,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,447.57377049180326,91.89344262295077,20
21,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,445.9024390243902,87.76829268292681,21
22,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,445.06849315068496,86.93150684931504,22
23,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,446.3533834586466,90.26315789473682,23
24,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,443.8695652173913,86.33333333333331,24
25,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,444.8101265822785,85.01265822784808,25
26,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,446.4269662921348,86.10112359550561,26
27,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,448.3541666666667,84.01041666666669,27
28,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,449.5983606557377,82.672131147541,28
29,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.9838709677419,81.87903225806451,29
30,ATG,24hr,3241,Thrombosis,10.26,1,62,mLy6G,450.5304347826087,80.60000000000002,30
1,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.75,62.4375,1
2,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.04761904761904,61.428571428571445,2
3,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.1509433962264,63.2641509433962,3
4,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.56,64.88,4
5,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,394.89473684210526,65.26315789473682,5
6,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.35185185185185,65.03703703703701,6
7,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.542372881356,64.89830508474574,7
8,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.1764705882353,65.47058823529414,8
9,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.5490196078431,65.43137254901961,9
10,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.2962962962963,63.98148148148147,10
11,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.4166666666667,63,11
12,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.25714285714287,62.1142857142857,12
13,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.61538461538464,62.20512820512823,13
14,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.39473684210526,60.4736842105263,14
15,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,394.94,61.74000000000001,15
16,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.9,62.31999999999999,16
17,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.34615384615387,62.769230769230774,17
18,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.18367346938777,62.530612244897895,18
19,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.3207547169811,61.2641509433962,19
20,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.0425531914894,60.91489361702128,20
21,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.1666666666667,61.75,21
22,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.89130434782606,61.891304347826065,22
23,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.9245283018868,61.69811320754718,23
24,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.80434782608694,62.32608695652175,24
25,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.54,62.079999999999984,25
26,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,395.5625,61.604166666666686,26
27,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.6511627906977,61.55813953488371,27
28,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,397.4130434782609,61.13043478260869,28
29,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,397.3095238095238,61.809523809523796,29
30,ATG,24hr,3241,Thrombosis,10.26,1,66,mLy6G,396.8,62.111111111111086,30
1,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,194.7906976744186,47.83720930232562,1
2,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,194.4821428571429,48.24404761904759,2
3,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,194.225,48.41874999999999,3
4,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,194.06748466257667,47.65030674846628,4
5,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,193.6216216216216,46.966216216216196,5
6,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,193.1897810218978,46.781021897810206,6
7,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,192.6691176470588,46.801470588235304,7
8,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,192.20833333333337,47.083333333333314,8
9,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,192.47058823529412,46.68907563025209,9
10,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,192.6981132075472,46.358490566037744,10
11,ATG,24hr,3241,Thrombosis,10.26,1,71,mLy6G,192.4181818181818,46.25454545454545,11
1,ATG,24hr,3241,Thrombosis,10.26,1,73,mLy6G,43.44444444444444,32.22222222222223,1
2,ATG,24hr,3241,Thrombosis,10.26,1,73,mLy6G,43.125,33.208333333333314,2
3,ATG,24hr,3241,Thrombosis,10.26,1,73,mLy6G,42.23809523809524,32.61904761904759,3
4,ATG,24hr,3241,Thrombosis,10.26,1,73,mLy6G,42.08695652173913,33.217391304347814,4
5,ATG,24hr,3241,Thrombosis,10.26,1,73,mLy6G,41.19047619047619,32.95238095238096,5
1,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,447.80232558139534,31.058139534883708,1
2,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,448.5505617977528,30.797752808988776,2
3,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,448.64948453608247,32.12371134020617,3
4,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,448.07954545454544,31.909090909090935,4
5,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,447.8045977011494,30.620689655172498,5
6,ATG,24hr,3241,Thrombosis,10.26,1,74,mLy6G,447.5151515151515,30.202020202020208,6
2,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.9782608695652,504.8695652173913,1
3,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.2340425531915,504.0425531914894,2
4,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.4375,503.40625,3
5,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.96666666666664,500.5333333333333,4
6,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.8,498.4,5
7,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.75,497.675,6
8,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.15,497.425,7
9,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.37142857142857,497.8,8
10,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.5952380952381,498.1190476190476,9
11,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.9655172413793,498.2241379310345,10
12,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.87301587301585,497.6825396825397,11
13,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.5416666666667,497.02777777777777,12
14,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.7647058823529,496.5735294117647,13
15,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,278.98387096774195,496,14
16,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.3333333333333,496.69565217391306,15
17,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.50877192982455,496.3157894736842,16
18,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.48387096774195,497.14516129032256,17
19,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,279.9,496.98333333333335,18
20,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.7118644067797,497.49152542372883,19
21,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,281.0877192982456,496.89473684210526,20
22,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.82456140350877,496.35087719298247,21
23,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.3157894736842,496.4561403508772,22
24,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.6081081081081,498.05405405405406,23
25,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.6666666666667,498.28985507246375,24
26,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,281.0632911392405,499.36708860759495,25
27,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,280.82456140350877,498.03508771929825,26
28,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,281.4125,498.7625,27
29,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,281.23376623376623,498.23376623376623,28
30,ATG,24hr,3241,Thrombosis,10.26,1,76,mLy6G,281.69620253164555,497.7848101265823,29
3,ATG,24hr,3241,Thrombosis,10.26,1,78,mLy6G,82.95,460.75,1
4,ATG,24hr,3241,Thrombosis,10.26,1,78,mLy6G,81.61904761904762,460.57142857142856,2
5,ATG,24hr,3241,Thrombosis,10.26,1,78,mLy6G,82.42857142857143,460.8095238095238,3
6,ATG,24hr,3241,Thrombosis,10.26,1,78,mLy6G,83.04166666666667,460.5416666666667,4
3,ATG,24hr,3241,Thrombosis,10.26,1,79,mLy6G,394.8709677419355,291.9677419354839,1
4,ATG,24hr,3241,Thrombosis,10.26,1,79,mLy6G,394.2083333333333,290.70833333333337,2
5,ATG,24hr,3241,Thrombosis,10.26,1,79,mLy6G,393.12,290.84000000000003,3
6,ATG,24hr,3241,Thrombosis,10.26,1,79,mLy6G,391.9375,291.0625,4
7,ATG,24hr,3241,Thrombosis,10.26,1,79,mLy6G,391.5172413793103,290.44827586206895,5
3,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,465.85,170.39999999999998,1
4,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,464.09090909090907,170.90909090909093,2
5,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,463.1904761904762,170.95238095238096,3
6,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,463.09090909090907,170.90909090909093,4
7,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,462.5,171.53846153846155,5
8,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,462.28125,172.71875,6
9,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,460.375,173.54166666666669,7
10,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,459,170.8809523809524,8
11,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,459.28205128205127,170.02564102564105,9
12,ATG,24hr,3241,Thrombosis,10.26,1,80,mLy6G,459.09615384615387,169.84615384615387,10
4,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.3809523809524,158.52380952380952,1
5,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,240.3928571428571,158.35714285714283,2
6,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,240.4848484848485,158.12121212121212,3
7,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,240.5151515151515,158.09090909090907,4
8,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.8780487804878,158.6341463414634,5
9,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.78378378378375,158.7027027027027,6
10,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.7,158.5,7
11,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.23076923076923,158.44230769230768,8
12,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.18367346938777,157.9387755102041,9
13,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.32608695652175,157.45652173913044,10
14,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,239.13725490196077,157.078431372549,11
15,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,238.53061224489795,156.8979591836735,12
16,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,238.05882352941177,156.6470588235294,13
17,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,237.7234042553191,156.91489361702128,14
18,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,237.24528301886792,155.92452830188677,15
19,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,237.1052631578947,155.80701754385967,16
20,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.6031746031746,155.3809523809524,17
21,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.2542372881356,155.08474576271186,18
22,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.48275862068965,154.81034482758622,19
23,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.21666666666667,155.28333333333336,20
24,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.6271186440678,155.5593220338983,21
25,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.75925925925927,156.24074074074076,22
26,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.8653846153846,156.21153846153845,23
27,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,237.0408163265306,155.9387755102041,24
28,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,237.23076923076923,155.76923076923077,25
29,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.82142857142856,155.07142857142856,26
30,ATG,24hr,3241,Thrombosis,10.26,1,87,mLy6G,236.21875,154.5625,27
4,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,247.3939393939394,53.30303030303031,1
5,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,246,53.6875,2
6,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.8125,54.53125,3
7,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.65714285714284,53.94285714285712,4
