ImageNumber,Drug,Time,ID,Pathology,ScanFreq,Run,Label,Stain,Center_X,Center_Y,Lifetime
15,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.6,378.0333333333333,15
16,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.5,378.5,16
17,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.5,378.5,17
18,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.25,378.7142857142857,18
19,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.33333333333334,378.5333333333333,19
20,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.38888888888889,378.6111111111111,20
21,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.21875,379.21875,21
22,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.74193548387098,379.1290322580645,22
23,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.83870967741936,379.3225806451613,23
24,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.5,379.33333333333337,24
25,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,144.7941176470588,379.4117647058823,25
26,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,144.61290322580646,379.4193548387097,26
27,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,144.8,379.1333333333333,27
28,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,145.4814814814815,377.85185185185185,28
29,ATG,24hr,3241,Thrombosis,10.26,1,29,mLy6G,146.5,377,29
1,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,414.7906976744186,371.48837209302326,1
2,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,413.42857142857144,371.46938775510205,2
3,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,413.4242424242424,371.8787878787879,3
4,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,413.3398058252427,371.81553398058253,4
5,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,413.5204081632653,371.96938775510205,5
6,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,412.8369565217391,371.27173913043475,6
7,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,412.3684210526315,370.7789473684211,7
8,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.37179487179486,368.71794871794873,8
9,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.2676056338028,367.8732394366197,9
10,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.109756097561,367.9390243902439,10
11,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,407.7604166666667,367.09375,11
12,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.0561797752809,367.6067415730337,12
13,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.1463414634146,367.5731707317073,13
14,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.67469879518075,368.2048192771084,14
15,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.42528735632186,368.0689655172414,15
16,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.60227272727275,368.2840909090909,16
17,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.438202247191,368.23595505617976,17
18,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,407.69767441860466,367.6279069767442,18
19,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.28125,368.17708333333337,19
20,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.0487804878049,367.890243902439,20
21,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,407.8024691358025,368.5679012345679,21
22,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,408.07142857142856,369.0357142857143,22
23,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,409.1195652173913,370.22826086956525,23
24,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,409.6421052631579,370.85263157894735,24
25,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.18367346938777,371.8163265306123,25
26,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.1770833333333,371.97916666666663,26
27,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.14736842105265,372.36842105263156,27
28,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.24175824175825,372.2857142857143,28
29,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.5869565217391,372.5326086956522,29
30,ATG,24hr,3241,Thrombosis,10.26,1,32,mLy6G,410.7127659574468,372.6170212765958,30
1,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,272.4761904761905,365.1111111111111,1
2,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,270.0608695652174,367.1304347826087,2
3,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.9380530973451,365.01769911504425,3
4,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,272.48623853211006,363.96330275229354,4
5,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.7551020408163,363.734693877551,5
6,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.2043010752688,362.4301075268817,6
7,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.0326086956522,361.7173913043478,7
8,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.0989010989011,360.49450549450546,8
9,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,270.9,358.5333333333333,9
10,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.7738095238095,357.3571428571429,10
11,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,272.23333333333335,357.4666666666667,11
12,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.7717391304348,358.0652173913044,12
13,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.4301075268817,357.3225806451613,13
14,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.6145833333333,356.0625,14
15,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,272.125,354.63541666666663,15
16,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.8695652173913,353.8804347826087,16
17,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.4022988505747,353.45977011494256,17
18,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.6063829787234,353.2659574468085,18
19,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.4418604651163,352.74418604651163,19
20,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,270.7368421052632,350.9578947368421,20
21,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,270.32323232323233,349.55555555555554,21
22,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,270.31632653061223,347.2551020408163,22
23,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,271.5376344086022,345.7204301075269,23
24,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,272.8,344.69473684210527,24
25,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,273.75961538461536,343.6730769230769,25
26,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,274.3457943925234,343.70093457943926,26
27,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,275.1081081081081,342.8828828828829,27
28,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,275.5344827586207,342.3189655172414,28
29,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,275.4684684684685,342.7207207207207,29
30,ATG,24hr,3241,Thrombosis,10.26,1,33,mLy6G,276.1709401709402,342.63247863247864,30
1,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.34615384615384,341.6538461538462,1
2,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.46153846153845,341.6923076923077,2
3,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.33333333333337,341.875,3
4,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.33333333333337,341.875,4
5,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.33333333333337,341.875,5
6,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.3913043478261,341.95652173913044,6
7,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.72727272727272,341.6818181818182,7
8,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.46153846153845,341.6923076923077,8
9,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.36,341.76,9
10,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.5909090909091,341.77272727272725,10
11,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.5,341.8181818181818,11
12,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.7391304347826,341.5652173913044,12
13,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.86363636363637,342,13
14,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.8095238095238,341.9047619047619,14
15,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,226,342,15
16,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,226,342,16
17,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.7,341.85,17
18,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.33333333333337,341.875,18
19,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.0909090909091,341.9090909090909,19
20,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.9090909090909,342.0909090909091,20
21,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.0909090909091,341.9090909090909,21
22,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225,342,22
23,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.05,342.1,23
24,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.95238095238096,342.1904761904762,24
25,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.05,342.1,25
26,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.69565217391303,342.2173913043478,26
27,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.69565217391303,342.2173913043478,27
28,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.66666666666663,342.125,28
29,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,224.83333333333337,342.20833333333337,29
30,ATG,24hr,3241,Thrombosis,10.26,1,37,mLy6G,225.25,342.0357142857143,30
1,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,262.67857142857144,342.17857142857144,1
2,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,270.24242424242425,344.8181818181818,2
3,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,271.48,346.24,3
4,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,273.3333333333333,346.79166666666663,4
5,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,274.1304347826087,346.695652173913,5
6,ATG,24hr,3241,Thrombosis,10.26,1,38,mLy6G,275.18518518518516,346.66666666666663,6
1,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,255,314.66666666666663,1
2,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,255.08955223880596,314.86567164179104,2
3,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,254.82608695652175,316.4782608695652,3
4,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,253.87671232876713,317.93150684931504,4
5,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,253.44871794871796,320.51282051282055,5
6,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,253.02739726027397,321.56164383561645,6
7,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.70666666666668,322.26666666666665,7
8,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.78082191780825,321.56164383561645,8
9,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.67142857142855,320.48571428571427,9
10,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.6176470588235,319.47058823529414,10
11,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.47692307692307,319.52307692307693,11
12,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.15384615384616,320,12
13,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.8219178082192,321.1506849315068,13
14,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,252.046875,322.953125,14
15,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.66666666666663,324.4761904761905,15
16,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.40277777777777,324.94444444444446,16
17,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.43478260869568,324.81159420289856,17
18,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.2948717948718,325.5,18
19,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,251.40740740740745,326.0493827160494,19
20,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,250.78481012658227,327.7341772151899,20
21,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,250.69736842105263,328.27631578947364,21
22,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,250.60294117647055,328.2058823529412,22
23,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,250.1428571428571,328.1,23
24,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,249.71428571428572,327.5238095238095,24
25,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,249.79032258064515,328.2741935483871,25
26,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,249.2622950819672,328.672131147541,26
27,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,249.5084745762712,328.6949152542373,27
28,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,249.2878787878788,328.6969696969697,28
29,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,248.59375,328.859375,29
30,ATG,24hr,3241,Thrombosis,10.26,1,41,mLy6G,247.6818181818182,327.9090909090909,30
1,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.8148148148149,306.72222222222223,1
2,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.27272727272725,308,2
3,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.8867924528302,308.07547169811323,3
4,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.962962962963,307.9259259259259,4
5,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.94642857142856,307.6071428571429,5
6,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.7627118644067,306.9491525423729,6
7,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.79661016949154,306.89830508474574,7
8,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.2941176470589,308,8
9,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431.0188679245283,308.90566037735846,9
10,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431,309.2586206896551,10
11,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.55737704918033,309.2622950819672,11
12,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.41379310344826,309.2241379310345,12
13,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.6545454545454,309.1454545454545,13
14,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.7142857142857,308.9795918367347,14
15,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.31111111111113,308.77777777777777,15
16,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.5,308.82608695652175,16
17,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.44897959183675,308.55102040816325,17
18,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,430.4363636363637,308.3818181818182,18
19,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,431,307.41379310344826,19
20,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.7142857142857,305.55357142857144,20
21,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.2456140350877,304.17543859649123,21
22,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.4,303.9111111111111,22
23,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.13461538461536,303.86538461538464,23
24,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.76,304.56,24
25,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.80392156862746,304.9019607843137,25
26,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.6545454545454,305.8545454545455,26
27,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,432.72222222222223,306.2037037037037,27
28,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.51851851851853,305.94444444444446,28
29,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.5,305.22222222222223,29
30,ATG,24hr,3241,Thrombosis,10.26,1,42,mLy6G,433.96491228070175,304,30
1,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,326.48275862068965,293.67241379310343,1
2,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,326.0612244897959,293.61224489795916,2
3,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,326.1489361702128,293.74468085106383,3
4,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,326.6862745098039,294,4
5,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,326,293.5438596491228,5
6,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,327,294.11428571428576,6
7,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,325.5,293.44444444444446,7
8,ATG,24hr,3241,Thrombosis,10.26,1,43,mLy6G,324.2857142857143,292.8571428571429,8
1,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,110.34482758620688,277.7011494252873,1
2,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,106.85555555555555,276.65555555555557,2
3,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,105.17777777777778,276.44444444444446,3
4,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,103.53658536585364,276.2317073170732,4
5,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,102.79746835443038,276.27848101265823,5
6,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,101.24675324675324,276.1038961038961,6
7,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,98.92207792207792,274.8571428571429,7
8,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,98.34328358208955,274.55223880597015,8
9,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,98.46575342465754,274.2328767123288,9
10,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,98.32857142857142,274.4571428571429,10
11,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,98.7837837837838,275.0810810810811,11
12,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.23376623376625,274.92207792207796,12
13,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.58108108108108,274.7432432432433,13
14,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.41333333333333,274.50666666666666,14
15,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.27027027027027,274.18918918918916,15
16,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.48648648648648,274.28378378378375,16
17,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,99.875,274.2875,17
18,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,100.65060240963857,274.4698795180723,18
19,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,101.48314606741572,274.7865168539326,19
20,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,102.64367816091954,274.9655172413793,20
21,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,103.5,275.9431818181818,21
22,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,103.78571428571428,276.2040816326531,22
23,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.7578947368421,276.7263157894737,23
24,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.67032967032966,277.2197802197802,24
25,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.47826086956522,277.1413043478261,25
26,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.11494252873564,277.44827586206895,26
27,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.09638554216868,277.4578313253012,27
28,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,104.34117647058824,277.47058823529414,28
29,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,105.53086419753086,277.8888888888889,29
30,ATG,24hr,3241,Thrombosis,10.26,1,44,mLy6G,106.1951219512195,278.0365853658536,30
1,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,456.40909090909093,274.97727272727275,1
2,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.4807692307692,274.36538461538464,2
3,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,456.91525423728814,274.4406779661017,3
4,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,456.7307692307692,274.53846153846155,4
5,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,456.9583333333333,274.60416666666663,5
6,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.1428571428572,274.3095238095238,6
7,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.4901960784314,274.21568627450984,7
8,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.6585365853659,274.3170731707317,8
9,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.8444444444444,274.15555555555557,9
10,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,457.9318181818182,274.25,10
11,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.075,273.975,11
12,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.2857142857143,274.16666666666663,12
13,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.5,273.7058823529412,13
14,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.62857142857143,273.74285714285713,14
15,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,459,273.7692307692308,15
16,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,459.2972972972973,273.8378378378378,16
17,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.875,274.15,17
18,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.9166666666667,273.97222222222223,18
19,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.5,274.05882352941177,19
20,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,458.5151515151515,274.2121212121212,20
21,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,459.3529411764706,274.05882352941177,21
22,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,459.8965517241379,273.55172413793105,22
23,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.61290322580646,273.258064516129,23
24,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.5925925925926,273.33333333333337,24
25,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.32142857142856,273.42857142857144,25
26,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,459.96774193548384,273.5483870967742,26
27,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.32142857142856,273.42857142857144,27
28,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.2903225806452,273.64516129032256,28
29,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.1875,273.65625,29
30,ATG,24hr,3241,Thrombosis,10.26,1,45,mLy6G,460.0344827586207,273.6896551724137,30
1,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6666666666667,243.66666666666669,1
2,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6666666666667,243.77777777777777,2
3,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8222222222222,243.73333333333335,3
4,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6041666666667,243.89583333333331,4
5,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6136363636364,243.84090909090907,5
6,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6744186046512,243.69767441860466,6
7,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6744186046512,243.69767441860466,7
8,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.4782608695652,243.7826086956522,8
9,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.5531914893617,243.82978723404256,9
10,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8222222222222,243.73333333333335,10
11,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8125,243.75,11
12,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.7872340425532,243.82978723404256,12
13,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8222222222222,243.86666666666667,13
14,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8541666666667,243.79166666666669,14
15,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8125,243.70833333333331,15
16,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8125,243.70833333333331,16
17,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8936170212766,243.72340425531917,17
18,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.72,243.57999999999998,18
19,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.7551020408163,243.65306122448982,19
20,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.7755102040816,243.77551020408163,20
21,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8125,243.70833333333331,21
22,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.83673469387753,243.65306122448982,22
23,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8936170212766,243.72340425531917,23
24,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.8478260869565,243.43478260869563,24
25,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.69565217391306,243.43478260869563,25
26,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6521739130435,243.2826086956522,26
27,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.73333333333335,243.2888888888889,27
28,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.9111111111111,243.3777777777778,28
29,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,429.0238095238095,243.42857142857144,29
30,ATG,24hr,3241,Thrombosis,10.26,1,46,mLy6G,428.6875,243.4375,30
1,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.84615384615387,242.43589743589746,1
2,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.97435897435895,242.5128205128205,2
3,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.94736842105266,242.42105263157896,3
4,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.7073170731707,242.46341463414632,4
5,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,296.8,242.5,5
6,ATG,24hr,3241,Thrombosis,10.26,1,47,mLy6G,297.0487804878049,242.4390243902439,6
