ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_FrameNumber,Metadata_Run,Metadata_Run,Metadata_Series,Metadata_Stain,Metadata_Time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,TrackObjects_Displacement_10,TrackObjects_DistanceTraveled_10,TrackObjects_FinalAge_10,TrackObjects_IntegratedDistance_10,TrackObjects_Label_10,TrackObjects_Lifetime_10,TrackObjects_Linearity_10,TrackObjects_ParentImageNumber_10,TrackObjects_ParentObjectNumber_10,TrackObjects_TrajectoryX_10,TrackObjects_TrajectoryY_10
1,1,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,85,110,305,86,294,76,298.98823529411766,80.14117647058823,85.0,1.7763568394002505e-14,700.9882352941177,-12.259100346020915,-2.3092638912203256e-14,178.14117647058825,107.22685121107257,3258.9340378587417,522.3058823529411,89.86602076124554,3756.9783969061673,1508.1782751451706,1.0027855674810864,89,0.7010732475349031,10.403141895720198,1,0.7727272727272727,0.9972221703508523,0.1693140647262365,0.00304334475439511,4.475026419624144e-05,2.939161375815792e-06,3.2930501849440154e-11,1.3896532392753423e-07,7.1979945326415994e-12,9.540424783642214,4.851270718087889,8.246920415224913,-2.0957785467128027,-2.0957785467128027,6.14477508650519,12.355031223686787,12.206555615733702,4.47213595499958,2.0422623254570618,2.0,8.48528137423857,8.810240149360641,nan,nan,0.0970225931202931,-0.0001840396021112224,nan,0.02465621819662121,0.00160974186322982,0.005306629819432106,0.0722914716059434,0.0013491125969604051,0.006117611881793067,0.00026637069301802815,-0.00035205895705316814,0.0034970356565733685,0.0002349147693789759,0.0006730744121538637,58.31731629240291,32.72792206135785,0.9550561797752809,85.0,424.0,2816.0,21028.0,352.0,1934.0,13546.0,105242.0,1980.0,11442.0,81550.0,640302.0,0.7263447067281131,0.04272615921930078,0.16006538306183674,0.0904871906945287,0.0067231998660701705,0.006503705977073442,0.03243770161890518,0.020174485258593795,0.04049022626999918,0.017587449320143996,0.017713253499948626,0.008604863412462326,0.02549031585441233,0.012173821366934427,0.020930405276546677,0.019701072519029195,0.004850755890133609,0.008504086729602806,0.007318253175529433,0.006092553131635482,0.023466914007446903,0.005143341957887313,0.014532597604977096,0.028511296328666114,0.014099426487285072,0.01804743610946261,0.005031576038748597,0.002134126497283308,0.010577425154705522,0.006282284824627004,298.98823529411766,80.14117647058823,0,1,0.0,0.0,nan,0.0,1.0,1,nan,0.0,0,0.0,0.0
1,2,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,78,104,446,243,438,230,441.53846153846155,235.87179487179486,78.0,2.3092638912203256e-14,345.38461538461536,-24.10650887573945,3.552713678800501e-15,-240.61538461538464,-5.696252465483239,-2087.5056895766957,844.7179487179487,68.76528599605521,3647.075507004501,688.6212901042203,1.092779144049902,81,0.8581040827659329,9.965574970333758,1,0.75,0.9150979916160761,0.19561186129233465,0.012992465310121798,1.9798858730470927e-05,3.2907467859748827e-06,2.6346932749955636e-11,3.686988956747372e-07,3.3737580375920105e-12,12.074257931278535,3.183467249523565,4.4280078895463495,3.084812623274162,3.084812623274162,10.82971729125575,13.89921317558863,13.416407864998739,4.0,1.8472375505937013,2.0,6.957010852370434,7.136909414611975,nan,nan,0.056769331917260905,-0.0004486398154734162,nan,-0.039548879785566184,-0.00010601143733327093,-0.004398897675231999,0.13884252937507374,0.0012797724207711753,0.007685302152355277,0.00016430445388661977,-0.0015064293765838918,-0.0115837079277453,-0.00017020960638742082,-0.0011693118334598826,-21.971180563781736,32.72792206135785,0.9629629629629629,78.0,276.0,1322.0,7098.0,458.0,1380.0,6054.0,30492.0,3534.0,9748.0,40226.0,192772.0,0.5517371360519038,0.039397990014351715,0.17196593357287263,0.10626792615126708,0.022251807265141033,0.02237720215932049,0.025758212353572275,0.02313394358396377,0.044459942043951775,0.003617312581334699,0.00694922638542499,0.015803962485210585,0.02882128398504611,0.003303557985747243,0.011054960076545084,0.023666938346317855,0.013185030016772273,0.014626025822098168,0.0020032965418416795,0.008597488621605876,0.00044154668328446543,0.02052441093882178,0.0028970202687233796,0.013538938642201749,0.015242199567846877,0.006681123224619628,0.006447002251574292,0.01032928361002176,0.0029694927488240707,0.0033476952160473566,441.53846153846155,235.87179487179486,0,2,0.0,0.0,nan,0.0,2.0,1,nan,0.0,0,0.0,0.0
1,3,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,107,180,166,253,156,235,160.83177570093457,243.70093457943926,107.0,3.552713678800501e-14,562.9719626168225,-93.37391911957343,9.947598300641403e-14,-588.3831775700933,-63.689667219844424,-6156.236479046041,2204.429906542056,203.51847322910396,13038.777960447105,-2824.545389949717,1.5599768633772784,127,0.9185900004470575,11.67204486311899,1,0.5944444444444444,0.6410351483258835,0.24171559692190397,0.031119741021069895,3.956534372824958e-05,8.736427931951169e-07,-4.14269853167727e-12,-1.0497971736561837e-07,3.0365425956693664e-12,22.369606151033455,3.49396271961027,5.261420211372173,5.498908201589657,5.498908201589657,20.602148659271553,18.918607200757016,18.788294228055936,4.0,1.863347122596585,2.0,7.562353416046435,7.476857863686076,nan,nan,0.04917215150815114,-0.0007884354505903588,nan,-0.05139166543541735,-0.000537786053599433,-0.005025322767483297,0.19254344541375282,0.0017184796424616808,0.010643526766364205,-0.00022289757122240643,0.00044472373919915317,-0.022370533311088757,0.0005045139691630635,-0.002179035268308184,-17.81842885089775,45.798989873223334,0.84251968503937,107.0,517.0,3061.0,20137.0,931.0,3910.0,20884.0,126922.0,10305.0,39756.0,198154.0,1133280.0,0.3787256436181079,0.035154770332704956,0.16053307937094538,0.07241799322968058,0.0288168011772606,0.025122446548903662,0.05088216620471109,0.04026154160568525,0.02949924755985814,0.007056371971445017,0.028588755070934547,0.014489275824647534,0.0160292295249675,0.0020355017049356904,0.0149413216323299,0.01462797890251658,0.004649883887533819,0.005026648224882461,0.02000541549031067,0.007138344312648887,0.011622135500641,0.002735815672590059,0.0009323334924940469,0.0028318820968668244,0.00934999541324853,0.008296182117585753,0.0073898963611022175,0.005127319917758113,0.008964330021829212,0.0034889724107715807,160.83177570093457,243.70093457943926,0,3,0.0,0.0,nan,0.0,3.0,1,nan,0.0,0,0.0,0.0
1,4,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,35,91,94,376,81,369,86.65714285714286,371.54285714285714,35.0,-1.0658141036401503e-14,337.88571428571424,330.95020408163214,1.7763568394002505e-15,-142.4857142857143,99.63836734693894,-3022.4953702623907,114.68571428571428,-157.44408163265317,1584.5136559766765,-2784.373675635155,1.39026419512291,48,0.9427506701460251,6.6755811781245455,1,0.38461538461538464,0.7192877465362563,0.36944606413994163,0.08731492218378395,0.013159890231532459,0.0012196456727350273,-2.8187489653971156e-06,-0.00029656686698230215,3.991265445602026e-06,11.636398358987005,1.2942138859109538,9.653877551020408,4.071020408163266,4.071020408163266,3.2767346938775517,13.644866204686364,13.0,2.0,1.1971284267603333,1.0,4.2644538935612,4.550540866158139,nan,nan,0.2758250728862973,0.04566595478903874,nan,-0.11631486880466473,0.01374853715877034,-0.07049551883993914,0.09362099125364431,-0.021724822118148687,0.03695658672831899,-0.01097714406398661,0.011677194672779133,-0.02214928596078165,0.010062653527470829,-0.013966573481283098,-64.03467017195727,24.727922061357855,0.7291666666666666,35.0,198.0,1458.0,12402.0,89.0,361.0,2195.0,16525.0,341.0,1047.0,5209.0,33603.0,0.24862073950449923,0.04124485551475805,0.10445013316461207,0.04339854090319468,0.054461387851793885,0.006635758384970741,0.024724299073877194,0.01948958453178041,0.025423032150115574,0.040133316380509265,0.014003773716883014,0.0065965692441607784,0.010397470684724335,0.015576244891048,0.026556658991588846,0.01424296037039839,0.014315792819502876,0.016145696091738163,0.004099945122468285,0.005250725539939366,0.0016283224818030829,0.007814926975061292,0.006789633974692261,0.019610869126825383,0.008080987989978161,0.00546448492638742,0.009925067027654316,0.0067027816201901255,0.0022062039595197127,0.004369092246740925,86.65714285714286,371.54285714285714,0,4,0.0,0.0,nan,0.0,nan,1,nan,0.0,0,0.0,0.0
1,5,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,54,77,434,380,427,369,429.8888888888889,374.6666666666667,54.0,1.3322676295501878e-15,143.33333333333331,11.85185185185189,-3.019806626980426e-14,-4.999999999999997,111.88888888888883,-49.518518518518505,439.99999999999994,-104.77777777777776,807.6172839506172,-411.31001371742093,1.167106477735074,60,0.8212771853988668,8.291859587312052,1,0.7012987012987013,0.8568198524102391,0.20004572473708274,0.010362287524757112,0.0014426524630327061,0.00021235385358335166,1.0347547926656149e-07,1.7363932533955776e-05,-5.5745381431315165e-08,8.149708254431257,2.6527608813712114,2.654320987654321,0.09259259259259255,0.09259259259259255,8.148148148148147,11.419077549036091,10.198039027185569,3.605551275463989,1.5710017487578711,1.4142135623730951,6.0,6.514919347308866,nan,nan,0.0491540923639689,0.0005530976517317676,nan,-0.0017146776406035656,0.005221587518380199,-0.00031447517222043457,0.15089163237311384,-0.004889728927341142,0.005128901107241129,-0.00035546031675135295,-0.019133721889595792,0.0007444382349122487,0.00035788106736185546,-3.730426735381043e-05,-0.9652937205834956,28.14213562373095,0.9,54.0,156.0,594.0,2556.0,306.0,879.0,3449.0,15279.0,2174.0,6119.0,23889.0,105659.0,0.6303166063045412,0.10854257135836352,0.11672803283898354,0.11756542768664381,0.04097625506433613,0.0028079573344529122,0.011537459399010743,0.01809815272939275,0.021481555486423744,0.028131405379110987,0.05657552296393215,0.009588457015787456,0.014141297741704707,0.026281829717582358,0.017780094239936158,0.0024876574794958596,0.02436570078580946,0.017892508693408225,0.020968232159479364,0.0014359391876985362,0.023003813319746578,0.0230603670955552,0.013826999279237733,0.004611505073071103,0.01147683450355649,0.017782671231444336,0.019399894121825346,0.016041816104307046,0.008711303200152922,0.006420140407121129,429.8888888888889,374.6666666666667,0,5,0.0,0.0,nan,0.0,5.0,1,nan,0.0,0,0.0,0.0
1,6,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0000.tif,0,0000,Sequence1,Sequence1,0,mLy6G,rIgG24hr,115,154,348,392,334,381,340.75652173913045,386.0521739130435,115.0,4.263256414560601e-14,1507.182608695652,-449.44151228733233,2.220446049250313e-14,163.46086956521742,-331.39296786389366,4207.842265800938,763.6869565217393,166.96060491493432,7442.79468595381,-891.340551801903,1.0827412920952537,125,0.7258622224864074,12.100518486599809,1,0.7467532467532467,0.9235816600887753,0.1717103640996137,0.003771648090551877,0.000114907622062027,4.9270510581371574e-06,1.0421127065242672e-10,2.655499591281723e-07,5.370206986668891e-11,13.404636280543286,6.342055590912293,13.10593572778828,-1.4213988657844994,-1.4213988657844994,6.640756143667299,14.644937025767389,13.92838827718412,5.0990195135927845,2.2473945860059414,2.0,9.486832980505138,10.073375276172166,nan,nan,0.11396465850250677,-0.0031690462852985665,nan,0.012359990137256516,-0.0023366770204167,0.002766724593277513,0.05774570559710694,0.0011772519234017967,0.004893758320673172,-5.465139149074374e-05,0.0013569799866080862,0.0015546954050851816,-6.144735452065258e-05,0.00026685667322258114,78.1322375621459,39.55634918610404,0.92,115.0,777.0,6757.0,65571.0,581.0,4089.0,36015.0,351153.0,3699.0,26811.0,236001.0,2282895.0,0.7385551086022442,0.03453041434425056,0.14925567070556642,0.1012497061744324,0.013643550908988044,0.021043841382055048,0.02775856700258508,0.010204108174759781,0.014531175992309292,0.010606853208511704,0.019568117075591075,0.026623402521430695,0.020986034543784445,0.018615880546933975,0.02006993381958756,0.000793305424500246,0.007603660299253519,0.014712485549060116,0.00986682946060383,0.013046269589168533,0.01177879501357029,0.006267298867137437,0.001348189326709836,0.00384961717328368,0.006361578192498932,0.0032559063571644424,0.011551921413195304,0.013972107394654047,0.015412592234732882,0.0036320438129097497,340.75652173913045,386.0521739130435,0,6,0.0,0.0,nan,0.0,6.0,1,nan,0.0,0,0.0,0.0
2,1,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0001.tif,0,0001,Sequence1,Sequence1,0,mLy6G,rIgG24hr,67,80,305,85,295,77,299.86567164179104,80.4776119402985,67.0,-3.8191672047105385e-14,439.7910447761194,-143.6083760302966,1.3322676295501878e-15,27.298507462686576,-20.292938293606625,490.65794994730084,294.7164179104478,100.56560481176199,1404.4916661956424,901.5726604490126,0.9245023425572951,69,0.5903578035109155,9.23618154310838,1,0.8375,1.0816630244914993,0.16362385000814594,0.0011923645041372773,0.0001512984535513119,1.3833375334686524e-06,1.991816120435284e-11,4.6991706704328006e-08,1.9447428884386643e-12,6.638175126811318,4.324622823734459,6.564045444419691,-0.4074404098908444,-0.4074404098908444,4.398752506126085,10.305862507766204,9.848857801796104,4.0,1.9073621056962435,2.0,7.0,8.31829100114629,nan,nan,0.09797082752865213,-0.003908343841508727,nan,0.006081200147624544,-0.0005522782347263779,0.0016313773633967637,0.06565302247949382,0.002736922268034916,0.004669762125645916,0.0003662173571014111,0.000446878848253814,0.0004925306636234363,1.9516512860033146e-05,0.00012184726413028374,79.68840086744991,27.899494936611667,0.9710144927536232,67.0,326.0,2026.0,13994.0,233.0,1161.0,7291.0,50799.0,1105.0,5667.0,35569.0,246573.0,0.8738614055329917,0.0463539907936495,0.08386790370131225,0.08256737776136482,0.02105948910791981,0.03778785315721841,0.022546787569194458,0.04374973035668405,0.035999038521626114,0.004489323544938821,0.023625271899255826,0.03184872259546525,0.0264608275454031,0.010275176579484676,0.02772474849635651,0.014735606646052161,0.009657518221154722,0.017099113219416602,0.022109150486891938,0.013693938800430806,0.043457658129162066,0.00785151462103702,0.024953505675769764,0.030923876999053298,0.01231838821491086,0.007325298248379451,0.018361488936861896,0.01976369321239771,0.015311604843015502,0.015966963705531332,299.86567164179104,80.4776119402985,0,1,0.9397251563609279,0.9397251563609279,nan,0.9397251563609279,1.0,2,1.0,1.0,1,0.8774363476733811,0.33643546971026694
2,2,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0001.tif,0,0001,Sequence1,Sequence1,0,mLy6G,rIgG24hr,75,104,446,243,438,230,441.5466666666667,236.17333333333335,75.0,-1.4210854715202004e-14,318.58666666666664,-25.734755555555807,4.973799150320701e-14,-230.10666666666663,-4.523377777777412,-1891.510030222222,790.7466666666668,71.26364444444422,3167.3133226666673,402.0522712809846,1.0961710575619514,79,0.8634679682078094,9.772050238058398,1,0.7211538461538461,0.9122663776802772,0.19721481481481482,0.013739658359396435,2.7667022437473894e-05,5.889548480698943e-06,7.516265132963017e-11,6.902381368087994e-07,-1.6301766731942432e-12,11.791166385451811,2.999944725659303,4.247822222222223,3.068088888888888,3.068088888888888,10.543288888888892,13.735307137710063,13.0,3.605551275463989,1.8097974731490873,1.4142135623730951,6.640783086353597,6.928139404670553,nan,nan,0.05663762962962963,-0.0005282833083565995,nan,-0.04090785185185185,-9.285594231630791e-05,-0.004483579330897118,0.1405771851851852,0.0014629007752331965,0.007507705653728397,0.00011004443830631201,-0.0021467955196991808,-0.011674414176921808,-0.00022553870878389812,-0.0011073872168556476,-22.132949539109887,32.14213562373095,0.9493670886075949,75.0,266.0,1262.0,6710.0,463.0,1412.0,6154.0,30800.0,3649.0,10172.0,41506.0,196628.0,0.5499792116311649,0.015604471523349464,0.18362360158132188,0.1026252043073835,0.0048810058286541756,0.006286401161413131,0.014865072983923885,0.03678714671598569,0.035701794053406746,0.0013028549196590219,0.0071919332673602435,0.0041679746220605425,0.016592917440316712,0.017690763889882805,0.00457951354038373,0.011616940741041783,0.004149713680608999,0.005398019117596417,0.0032745301791159967,0.004153759282283536,0.018066851011540524,0.011274413586826047,0.019774159100935582,0.0030751810721051575,0.000914062282016896,0.0039555521975089495,0.0031404485849450335,0.007129326350281054,0.0007222925847364903,0.003724777174281639,441.5466666666667,236.17333333333335,0,2,0.30165007527905385,0.30165007527905385,nan,0.30165007527905385,2.0,2,1.0,1.0,2,0.00820512820513386,0.3015384615384846
2,3,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0001.tif,0,0001,Sequence1,Sequence1,0,mLy6G,rIgG24hr,102,204,168,253,156,236,161.99019607843138,242.85294117647058,102.0,0.0,726.9901960784314,-105.61783929257956,9.947598300641403e-14,-673.1470588235294,746.7128027681666,-11919.520226948913,1720.7941176470588,-1694.092272203,18115.398248976642,-48115.215300698415,1.496642774643865,119,0.9011586335731963,11.396070970426017,1,0.5,0.6681621138604407,0.2352733865556988,0.025869095442768948,0.0022438101501582024,0.0010588747374791515,1.62742189432919e-06,0.00016774485476074919,1.2413681601845922e-07,20.20171768666812,3.796167742013164,7.127354863514036,6.599480968858131,6.599480968858131,16.870530565167247,17.978528387682065,18.35755975068582,4.123105625617661,1.8921843617741632,1.4142135623730951,7.155417527999327,7.79350267031523,nan,nan,0.069876028073667,-0.0010051638222804008,nan,-0.06470079381233462,0.007106457583334546,-0.011232030126939217,0.1653973584820318,-0.016122657640307302,0.017070544369225112,-0.004489333119405453,0.020561438423136055,-0.027315083677809018,0.00781440394002448,-0.005622851762526456,-26.78304689913694,43.79898987322333,0.8571428571428571,102.0,611.0,4387.0,34883.0,699.0,3514.0,22746.0,168088.0,6511.0,28082.0,165294.0,1130528.0,0.3853722064183579,0.0789546773669589,0.13347999911610423,0.08609380553191667,0.03605047077756641,0.026270324270576757,0.05696191051629458,0.02637029201152016,0.03607497432649696,0.016002338450311446,0.015254370606734059,0.008682851147719403,0.012531844270129088,0.010103250268821024,0.008502325466610209,0.01763674818992658,0.004909715119020312,0.008030752606581785,0.004783759323860586,0.0063977349293842965,7.280117973794016e-05,0.007739281553743618,0.01106256062518034,0.01247372148319107,0.010488980101504963,0.00957556888976452,0.0031640333614673336,0.003192192066095777,0.006857838546004795,0.006590304118552236,161.99019607843138,242.85294117647058,0,3,1.4356289849673067,1.4356289849673067,nan,1.4356289849673067,3.0,2,1.0,1.0,3,1.1584203774968103,-0.8479934029686831
2,4,file:/Users/shuntaro/Documents/CellProfiler/221221_tracking_9292_rIgG24hr/CP_input/Sequence1/rIgG24hr_mLy6G_0001.tif,0,0001,Sequence1,Sequence1,0,mLy6G,rIgG24hr,25,48,91,376,83,370,86.36,372.48,25.0,3.552713678800501e-15,91.76,46.73280000000003,0.0,-43.32,-5.4096000000000135,-272.874816,54.24,-11.012799999999999,171.147712,-30.21957375999998,1.1121918513331872,32,0.8862475948470911,5.641895835477563,1,0.5208333333333334,0.8991254510643083,0.2336,0.0228204544,0.0007523116646400008,0.0001403286323200002,1.772190225146271e-08,-2.5943916465356624e-06,4.201010467277236e-08,4.808305060100195,1.031694939899805,3.6703999999999994,1.7328000000000001,1.7328000000000001,2.1696,8.771139091452325,7.615773105863909,2.0,1.1794112549695428,1.0,3.6,4.062895400868312,nan,nan,0.146816,0.01495449600000001,nan,-0.069312,-0.0017310720000000043,-0.017463988224000002,0.086784,-0.0035240959999999996,0.010953453568000001,-0.0003868105441279998,0.004841472000000001,-0.009840562176,0.0007856651304959999,-0.00192079869640704,-56.707664594355506,18.692388155425117,0.78125,25.0,84.0,374.0,1920.0,62.0,165.0,631.0,2967.0,208.0,473.0,1539.0,6287.0,0.5488101485927425,0.02038229722758548,0.10522015262674658,0.14303708334202522,0.0394694605120671,0.02338370103058681,0.04011991431091763,0.04469521969343198,0.050341254298691636,0.014687607838881815,0.019552494243347932,0.030914783231485696,0.034330506174875236,0.04521980222221461,0.052762325779785735,0.03623566761764811,0.0046202912666944195,0.011263476088528861,0.010108314706616257,0.021661045502402908,0.06359835296727509,0.049200691809338906,0.037858753753636475,0.04142930147019579,0.030675786226087014,0.0008365311134829628,0.02235796608306527,0.01992203959308859,0.010504842106598293,0.0056931029819923115,86.36,372.48,0,4,0.9831228876620308,0.9831228876620308,2.0,0.9831228876620308,nan,2,1.0,1.0,4,-0.29714285714285893,0.9371428571428737
